COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Arthur Rd,Wheatbelt,Wagin,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.33547256,117.1212266
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.97393426,115.6453752
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-25.70044717,119.1647363
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.72226942,114.8660792
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-28.74249531,114.8465147
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-30.50012418,115.4765233
Lake Grace Newdegate Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.1021597,118.7550138
Garrity St,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,No,-34.04433791,117.6400438
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.11281681,121.4040952
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.81472829,114.306911
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,3,No,-31.82687881,128.1918363
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.78379604,117.1616677
Albany Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-34.28494141,117.5069852
Leonora Laverton Rd,Goldfields - Esperance,Laverton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,1,Yes,-28.74242552,122.0222788
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.63170117,115.3470641
Princess Royal Dr,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Surfaced,Asphalt Open Graded,Yes,Yes,1,0,No,1,No,-35.02992313,117.8789184
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.57773491,114.525467
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-25.57160939,114.1581632
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-27.72199882,114.6757539
Bruce Rock Merredin Rd,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.84471398,118.1617911
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Mount Magnet,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.0954417,117.8170347
Railway Rd,Mid West-Gascoyne,Three Springs,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,No,-29.53631775,115.7654542
South Western Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.03305259,115.9087324
Donnybrook Kojonup Rd,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-33.84575417,116.9745395
Albany Hwy,Wheatbelt,Wandering,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,3,No,-32.37803974,116.2497401
Bussell Hwy,South West,Augusta - Margaret River,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-34.07991581,115.1074326
Great Northern Hwy,Mid West-Gascoyne,Cue,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-27.47820618,117.8793115
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,5,0,No,0,No,-22.49705982,114.0032645
Albany Hwy,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,1,No,-34.11235774,117.3670443
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.09482477,119.2644717
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.9177998,118.3355694
Great Southern Hwy,Great Southern,Katanning,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,Yes,-33.65905966,117.4293673
Great Eastern Hwy,Wheatbelt,Cunderdin,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.63072403,117.1390179
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,0,No,-31.63495232,116.7174408
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.16573579,118.1690967
Chester Pass Rd,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-34.83084159,117.9600346
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.46150896,114.0601371
Goldfields Hwy,Goldfields - Esperance,Wiluna,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-26.88943678,120.3117906
Donnybrook Kojonup Rd,South West,Donnybrook - Balingup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,Yes,-33.56349299,115.8582899
Muir Hwy,South West,Manjimup,Minor Rest Area,No,Main Roads,Surfaced,Unknown,No,Yes,0,0,No,0,No,-34.26741462,116.1877881
Albany Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-34.27573004,117.5027834
Northam Pithara Rd,Wheatbelt,Wongan - Ballidu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-30.78176132,116.7556735
Great Northern Hwy,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.89192679,117.8660727
Albany Hwy,Wheatbelt,West Arthur,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Unknown,No,Yes,1,0,No,0,No,-33.28680437,117.0242436
Forrest Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,1,No,-32.95993034,115.7256863
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.51368373,117.0310422
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-34.25850348,118.8341603
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.69256703,114.5683975
South Western Hwy,South West,Capel,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,3,0,No,2,Yes,-33.42338228,115.7065593
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-34.39177911,118.1115938
Forrest Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-32.60201513,115.8141993
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,0,No,-32.04162372,121.6783077
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-25.91355892,118.8962582
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.4095152,118.6850075
Forrest Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-33.23844691,115.7359163
Great Northern Hwy,Mid West-Gascoyne,Cue,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.07392607,118.1502945
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-32.05922872,122.2916885
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.73440986,114.8537467
Goldfields Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-31.19626463,121.6497532
Great Southern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-31.88350386,116.5423134
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.01041457,118.7291944
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,1,Yes,0,No,-21.32885548,120.9001344
Toodyay Rd,Wheatbelt,Toodyay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.63841144,116.3930486
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.18632099,118.2822914
Bussell Hwy,South West,Capel,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.50194534,115.5773387
Great Northern Hwy,Wheatbelt,Chittering,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-31.16071627,116.1823278
Leonora Laverton Rd,Goldfields - Esperance,Laverton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,2,No,-28.59450374,122.2183384
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.2800612,114.4148375
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-32.4151294,124.2897787
Goomalling Wyalkatchem Rd,Wheatbelt,Dowerin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,1,No,1,No,-31.18052395,117.1794652
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-33.65964984,117.0956515
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.14686756,121.8104555
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,4,0,No,0,No,-25.9573908,114.312608
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.25402687,113.8327166
Albany Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-34.84179528,117.7436933
Albany Hwy,Wheatbelt,Williams,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-32.94354231,116.7686476
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.36918815,118.8632789
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.90643169,119.0489692
Borden Bremer Bay Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,1,0,No,1,No,-34.39959145,119.0516344
South Western Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,3,0,No,0,No,-33.07725332,115.9092241
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.62863398,118.3800184
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,3,No,-28.02833627,118.5238137
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,1,No,-33.78637943,117.1431765
Agnew Sandstone Rd,Goldfields - Esperance,Sandstone,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.99932567,119.8925833
Great Northern Hwy,Pilbara,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-24.07258453,119.7163691
Sues Rd,South West,Busselton (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.67602611,115.421364
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.94897471,117.8225759
Wongan Hills Calingiri West Rd,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,Yes,-31.15372434,116.2595008
Great Northern Hwy,Pilbara,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-24.45908017,119.6713441
Great Northern Hwy,Pilbara,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-24.00042323,119.7395535
Albany Hwy,Wheatbelt,Wandering,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,Yes,-32.49165256,116.3539313
Great Southern Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.58897435,117.423829
Nungarin Wyalkatchem Rd,Wheatbelt,Wyalkatchem,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.19548673,117.5127108
Vasse Hwy,South West,Busselton (C),Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.795792,115.6237832
Kondinin Hyden Rd,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.49607346,118.5669963
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,0,0,No,0,No,-31.48342942,118.2788999
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-31.48254192,118.2689309
Point Samson Roebourne Rd,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.62833223,117.18763
Vasse Hwy,South West,Nannup,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.25602459,115.755884
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-21.3042784,118.7005121
North West Coastal Hwy,Pilbara,Ashburton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.50169766,115.5193764
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,2,No,-29.25187063,114.9420817
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-28.79979627,114.6605308
South Western Hwy,South West,Capel,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,1,No,-33.51231793,115.7412853
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,5,0,No,7,No,-31.71097048,116.5477253
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,5,1,No,1,No,-31.71017216,116.5551221
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.84523198,121.5007521
Midlands Rd,Mid West-Gascoyne,Mingenew,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.2733123,115.5212239
Great Eastern Hwy,Wheatbelt,Cunderdin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,3,No,-31.65166573,117.2335999
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.228871,119.3386007
Goomalling Wyalkatchem Rd,Wheatbelt,Dowerin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-31.18164458,117.187303
Midlands Rd,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.45817022,116.0384958
Albany Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.77242755,117.7094377
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-20.00957703,119.985616
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,5,0,No,4,Yes,-22.4995134,118.7301811
Great Northern Hwy,Wheatbelt,Dalwallinu,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,4,0,No,0,No,-30.10839722,116.6333015
Agnew Sandstone Rd,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.96279047,120.4279799
Great Northern Hwy,Wheatbelt,Chittering,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.10728342,116.1967337
Great Southern Hwy,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,2,0,No,0,No,-34.03906812,117.6380597
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,0,No,-32.78772257,121.554731
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.10962181,115.5655834
Toodyay Rd,Metropolitan,Swan (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.84748035,116.0657991
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,6,0,No,0,No,-22.60149645,118.068733
Midlands Rd,Wheatbelt,Moora,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-30.38554054,116.0467342
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,3,2,Yes,2,No,-31.44772072,115.6679391
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.78245108,128.473835
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.28658861,119.1862892
Busselton Bypa,South West,Busselton (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.67587222,115.2815948
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-21.24707764,118.6949068
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.02465443,118.2953337
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.00284073,126.2766754
Paraburdoo Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-23.08170234,117.6193731
Quairading York Rd,Wheatbelt,Beverley,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.99872397,117.1667126
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.34872686,113.95837
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,6,0,No,2,No,-32.32110652,125.0743024
Corrigin Kondinin Rd,Wheatbelt,Corrigin,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Asphalt Intersection Mix,No,Yes,2,0,No,0,No,-32.36861247,117.9132143
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.76807625,113.9581076
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.27172235,121.4918504
Pannawonica Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.64255154,116.0926566
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.75167705,114.394631
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,9,1,Yes,10,Yes,-30.98287357,115.7036887
Orion St,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.2315213,119.332258
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.88461489,118.109314
Marble Bar Rd,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.26032082,119.9352984
Bunbury Outer Ring Rd,South West,Dardanup,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.3757261,115.7064404
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,2,0,No,0,No,-31.3679354,115.8889199
Brookton Hwy,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.53387444,119.2593419
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-28.51921532,115.5924734
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.45956871,118.3617126
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.32832395,114.6122465
Mullewa Wubin Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-28.64017041,115.6484885
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.78392029,121.2762973
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,3,0,No,0,No,-31.3511597,121.5206037
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.03470761,125.9711196
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.3203419,118.1894909
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.06534473,116.2536594
Pemberton Northcliffe Rd,South West,Manjimup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.53118664,116.0090059
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.1768634,118.0638294
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,6,0,No,0,No,-26.41018641,114.4630875
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.6045368,115.4050734
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.68662338,114.6785104
